,Role,Tags,Additional
993,Quality Assurance Specialist,"[' Selenium', ' Postman', ' English', ' Polish', ' Communication skills', ' Java', ' SQL', ' Python', ' JIRA', ' JavaScript', ' REST', ' Jenkins', ' Linux', ' SoapUI', ' Docker', ' Protractor', ' SOAP']","{' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (4 days a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' some ', ' Freedom to choose tools ': ' Yes '}"
994,Quality Assurance Specialist,"[' Selenium', ' Postman', ' English', ' Polish', ' Communication skills', ' Java', ' SQL', ' Python', ' JIRA', ' JavaScript', ' REST', ' Jenkins', ' Linux', ' SoapUI', ' Docker', ' Protractor', ' SOAP']","{' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (4 days a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' some ', ' Freedom to choose tools ': ' Yes '}"
995,R Developer (remotely),"[' R', ' Shiny', ' Git', ' English', ' Team player', ' Communication skills', ' Problem solving', ' Tableau']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' No ', ' Part time work ': ' No ', ' Remote possible ': ' Fully remote ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' some ', ' Freedom to choose tools ': ' No '}"
996,React Developer,"[' React', ' JavaScript', ' CSS', ' HTML', ' Git', ' REST', ' English', ' typescript', ' .net', ' entity framework', ' ms sql', ' visual studio']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (2 days a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' some ', ' Freedom to choose tools ': ' Yes '}"
997,React Developer,"[' React', ' JavaScript', ' CSS', ' HTML', ' Git', ' REST', ' English', ' typescript', ' .net', ' entity framework', ' ms sql', ' visual studio']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (2 days a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' some ', ' Freedom to choose tools ': ' Yes '}"
998,React Developer,"[' JavaScript', ' Git', ' REST', ' TypeScript', ' jQuery', ' ReactJS', ' HTML5', ' CSS3', ' Bootstrap', ' Communication skills', ' webpack', ' Sass', ' gulp', ' Less', ' Grunt', ' Node.js', ' English', ' Critical thinking', ' Problem solving', ' Proactivity']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' No ', ' Part time work ': ' No ', ' Remote possible ': ' No ', ' Flexible hours ': ' No ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' No '}"
999,React Developer,"[' React', ' JavaScript', ' CSS', ' HTML', ' Redux', ' Git', ' REST', ' TypeScript', ' Unit testing', ' Debugging skills', ' Continuous Integration', ' Continuous Delivery', ' English', ' Agile methodologies']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (1 day a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' Yes '}"
1000,React Developer,"[' React', ' webpack', ' Sass', ' ES6+', ' English', ' Polish', ' Communication skills', ' Redux', ' Git', ' REST', ' TypeScript', ' Docker', ' React Native', ' Azure']","{' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (2 days a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' Yes '}"
1001,React Developer,"[' React', ' JavaScript', ' Redux', ' Git', ' REST', ' Polish', ' Communication skills']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Temporary contract (2 months) ', ' Paid holiday ': ' No ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (2 days a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' Yes '}"
1002,React Developer,"[' React', ' JavaScript', ' CSS', ' HTML', ' Redux', ' Git', ' ES6', ' English', ' Polish', ' Team player', ' webpack', ' TypeScript', ' node.js', ' npm/yarn', ' dash.js', ' Tizen']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Employment contract - Yes  +1 ', ' Part time work ': ' No ', ' Remote possible ': ' No ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' Yes '}"
1003,React Developer,"[' React', ' Git', ' AWS', ' Scrum', ' web development', ' microservices', ' English', ' Team player', ' Problem solving', ' full-stack experience', ' higher education', ' distributed systems', ' python']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' No ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' No '}"
1004,React Developer,"[' React', ' Redux', ' Git', ' GraphQL', ' English', ' Angular', ' TypeScript', ' AWS', ' NodeJS', ' ReactNative', ' Team player', ' Problem solving', ' Proactivity']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Employment contract - Yes  +1 ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (1 day a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' Yes '}"
1005,React Developer,"[' React', ' JavaScript', ' CSS', ' HTML', ' Redux', ' Git', ' REST', ' TypeScript', ' Karma', ' Jasmine', ' node', ' English', ' Team player', ' Communication skills', ' Critical thinking', ' Problem solving', ' Proactivity']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' No ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (2 days a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' No '}"
1006,React Developer,"[' React', ' JavaScript', ' Git', ' English', ' Team player', ' Communication skills', ' Critical thinking', ' Redux', ' REST', ' webpack', ' TypeScript', ' Sass', ' gulp', ' Leadership skills']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (1 day a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' some ', ' Freedom to choose tools ': ' Yes ', ' Contract ': None, ' Team activities ': None, ' Hardware ': None, ' Working from home ': None}"
1007,React Developer,"[' JavaScript', ' React', ' English', ' Node', ' TypeScript', ' React Native']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (2 days a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' Yes '}"
1008,React Developer,"[' React', ' CSS', ' HTML', ' JavaScript', ' TypeScript', ' English', ' Team player']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' No ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (2 days a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' Yes '}"
1009,React.js Developer,"[' React', ' JavaScript', ' Redux', ' TypeScript', ' Node.js', ' English', ' CSS', ' HTML', ' Java', ' Scala', ' Reselect', ' Jest', ' Enzyme']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Employment contract - Yes  +1 ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (1 day a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' some ', ' Freedom to choose tools ': ' Yes '}"
1010,React Native Developer,"[' Redux', ' React Native', ' typescript', ' Jest', ' English', ' REST', ' Axios', ' flowtype']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' No ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (2 days a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' Yes '}"
1011,React native Developer,"[' Android', ' iOS', ' React Native', ' Redux', ' TypeScript', ' Hungarian']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (1 day a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' Yes ', ' Home office lehetőség ': None}"
1012,React Native Developer,"[' JavaScript', ' TypeScript', ' ECMAScript', ' React', ' English', ' Critical thinking', ' Problem solving', ' Node', ' Docker', ' Java', ' Polish', ' Proactivity']","{' Job profile ': ' Mainly customer support ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' No ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (2 days a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' some ', ' Freedom to choose tools ': ' No '}"
1013,React Native Developer,"[' React native', ' React', ' JavaScript', ' English', ' Android', ' iOS']","{' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (2 days a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' Yes '}"
1014,React Native Developer,"[' JavaScript', ' CSS', ' HTML', ' Git', ' Redux', ' React Native', ' English', ' Polish', ' Team player', ' Fastlane', ' TypeScript', ' Google Play Console', ' Apple iTunes Connect', ' Google Firebase Console']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' No ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (1 day a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' some ', ' Relocation package ': ' Yes  (4000 PLN) ', ' Freedom to choose tools ': ' No '}"
1015,React Native Developer,"[' JavaScript', ' CSS', ' HTML', ' Git', ' Redux', ' React Native', ' English', ' Polish', ' Team player', ' Fastlane', ' TypeScript', ' Google Play Console', ' Apple iTunes Connect', ' Google Firebase Console']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' No ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (1 day a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' some ', ' Relocation package ': ' Yes  (4000 PLN) ', ' Freedom to choose tools ': ' No '}"
1016,React Native Developer,"[' JavaScript', ' CSS', ' HTML', ' Git', ' Redux', ' React Native', ' English', ' Polish', ' Team player', ' Fastlane', ' TypeScript', ' Google Play Console', ' Apple iTunes Connect', ' Google Firebase Console']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' No ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (1 day a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' some ', ' Relocation package ': ' Yes  (4000 PLN) ', ' Freedom to choose tools ': ' No '}"
1017,React Native Developer,"[' JavaScript', ' CSS', ' HTML', ' Git', ' Redux', ' React Native', ' English', ' Polish', ' Team player', ' Fastlane', ' TypeScript', ' Google Play Console', ' Apple iTunes Connect', ' Google Firebase Console']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' No ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (1 day a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' some ', ' Relocation package ': ' Yes  (4000 PLN) ', ' Freedom to choose tools ': ' No '}"
1018,React Native Developer,"[' JavaScript', ' CSS', ' HTML', ' Git', ' Redux', ' React Native', ' English', ' Polish', ' Team player', ' Fastlane', ' TypeScript', ' Google Play Console', ' Apple iTunes Connect', ' Google Firebase Console']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' No ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (1 day a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' some ', ' Relocation package ': ' Yes  (4000 PLN) ', ' Freedom to choose tools ': ' No '}"
1019,Regular Frontend Developer,"[' JavaScript', ' Git', ' TypeScript', ' Sass', ' Angular 2+', ' JavaScript (ES5/6)', ' HTML5', ' CSS3', ' Team player', ' Communication skills', ' 2 years of experience', ' RX.js', ' Leaflet']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (2 days a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' Yes ', ' Part time remotely ': None}"
1020,Regular Integration Developer,"[' SOAP', ' RESTful', ' XML', ' JSON', ' English', ' Teamwork', ' Java', ' SQL', ' Git', ' Spring', ' Hibernate', ' RabbitMQ', ' JUnit', ' Mule ESB', ' Talend', ' WSO2']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' No ', ' Part time work ': ' No ', ' Remote possible ': ' Fully remote ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' some ', ' Freedom to choose tools ': ' Yes ', ' Possibility to work remotely ': None}"
1021,Regular Integration Developer,"[' SOAP', ' RESTful', ' XML', ' JSON', ' English', ' Teamwork', ' Java', ' SQL', ' Git', ' Spring', ' Hibernate', ' RabbitMQ', ' JUnit', ' Mule ESB', ' Talend', ' WSO2']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' No ', ' Part time work ': ' No ', ' Remote possible ': ' Fully remote ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' some ', ' Freedom to choose tools ': ' Yes ', ' Possibility to work remotely ': None}"
1022,Regular Integration Developer,"[' SOAP', ' RESTful', ' XML', ' JSON', ' English', ' Teamwork', ' Java', ' SQL', ' Git', ' Spring', ' Hibernate', ' RabbitMQ', ' JUnit', ' Mule ESB', ' Talend', ' WSO2']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' No ', ' Part time work ': ' No ', ' Remote possible ': ' Fully remote ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' some ', ' Freedom to choose tools ': ' Yes ', ' Possibility to work remotely ': None}"
1023,Regular iOS Developer,"[' Swift', ' REST', ' CocoaPods', ' iOS SDK', ' ios', ' Wzorce architektoniczne i projektowe', ' Testy jednostkowe', ' 2 lata doświadczenia', ' Polish', ' Git', ' Objective-C', ' fastlane', ' CI/CD', ' Scrum', ' Firebase', ' Aplikacja w AppStore', ' UI/UX guidelines', ' Appstore connect', ' English']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' Fully remote ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' Yes '}"
1024,Regular Java Developer,"[' Java', ' Spring', ' Hibernate', ' SQL', ' English', ' SAP Hybris']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' No ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (1 day a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' No '}"
1025,Regular Java Developer,"[' Java', ' Git', ' REST', ' JUnit', ' SQL', ' Spring Boot', ' Polish', ' 2 years of experience', ' Docker', ' NoSQL', ' Elasticsearch', ' Kotlin', ' Spring Cloud', ' ansible', ' Scrum', ' English']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (2 days a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' Yes '}"
1026,Regular Java Developer,"[' Java', ' Git', ' REST', ' Maven', ' JUnit', ' Linux', ' PostgreSQL', ' English', ' Polish', ' Problem solving', ' Spring', ' Jenkins', ' Docker', ' selenium', ' IntelliJ', ' JIRA', ' SCRUM']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' No ', ' Flexible hours ': ' No ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' Yes '}"
